,Var base,Var specific,DirectMEonY2,uxForY1,MEonY1,uY1ForY2,MEofY1onY2,IndirectMEonY2,TotalMEonY2
DrvrAgeGrp@4,0,4,-0.028887594847361066,0.19793091582848016,0.003486853714487287,0.5182456326098471,0.009470531145226807,0.0037145799687412356,-0.02517301487861983
DrvrAgeGrp@5,0,5,-0.032394653255689916,0.19793091582848016,0.0011267110338046282,0.5182456326098471,0.009470531145226807,0.0024690945273767723,-0.029925558728313144
DrvrAgeGrp@6,0,6,-0.03494626786659505,0.19793091582848016,0.004221293705412438,0.5182456326098471,0.009470531145226807,0.004102155823260567,-0.030844112043334482
DrvrSex@Male,Female,Male,0.016646020822304885,0.2021754455620247,-0.005668210693487857,0.5182456326098471,0.009470531145226807,-0.0010764975485276496,0.015569523273777235
DrvrSex@Unknown,Female,Unknown,0.016727104287983026,0.2021754455620247,0.011123963296276351,0.5182456326098471,0.009470531145226807,0.007785004090458458,0.024512108378441484
DrvrAlcFlg@Yes,No,Yes,0.036228515969649266,0.20004918828304147,-0.010668872419269448,0.5182456326098471,0.009470531145226807,-0.0037355643564773028,0.032492951613171964
DrvrAlcFlg@Missing info,No,Missing info,-0.00365422622198781,0.20004918828304147,-0.013606670195870613,0.5182456326098471,0.009470531145226807,-0.005285887729033462,-0.008940113951021272
SpeedLimit@2,0,2,0.033614787365448845,0.17169223449040757,0.033725314477299456,0.5182456326098471,0.009470531145226807,0.01942341023152891,0.053038197596977754
SpeedLimit@3,0,3,0.05639359449444002,0.17169223449040757,0.021842351710403524,0.5182456326098471,0.009470531145226807,0.013152578706138202,0.06954617320057822
SpeedLimit@1,0,1,0.02551129345332622,0.17169223449040757,0.026018440091759187,0.5182456326098471,0.009470531145226807,0.015356368046249347,0.04086766149957557
SpeedLimit@4,0,4,0.10610314099170641,0.17169223449040757,0.033914435705462626,0.5182456326098471,0.009470531145226807,0.01952321256053982,0.12562635355224622
SpeedLimit@5,0,5,0.09030642315157844,0.17169223449040757,0.03785832135924763,0.5182456326098471,0.009470531145226807,0.02160446476804391,0.11191088791962235
DrvrVehTyp@SUV,Passenger car,SUV,0.008130845244397358,0.2003945209105344,-0.0070451549068543395,0.5182456326098471,0.009470531145226807,-0.0018199995688893966,0.006310845675507961
DrvrVehTyp@Pick up,Passenger car,Pick up,0.027514381506970855,0.2003945209105344,0.0029635609670013163,0.5182456326098471,0.009470531145226807,0.0034617615761762255,0.03097614308314708
DrvrVehTyp@Van,Passenger car,Van,0.010700547026645389,0.2003945209105344,0.013397123698605268,0.5182456326098471,0.009470531145226807,0.00896772127519617,0.019668268301841558
DrvrVehTyp@Truck or bus,Passenger car,Truck or bus,0.021880977589553676,0.2003945209105344,0.0006151150772637781,0.5182456326098471,0.009470531145226807,0.0022224487204575566,0.024103426310011233
DrvrVehTyp@Other/unknown,Passenger car,Other/unknown,-0.00805867301923385,0.2003945209105344,-0.0088411858125996,0.5182456326098471,0.009470531145226807,-0.0027677941084548324,-0.010826467127688682
BikeDir@With Traffic,Facing Traffic,With Traffic,0.03334047997176687,0.1773432340114448,-0.032405102220877946,0.5182456326098471,0.009470531145226807,-0.01542116160899211,0.017919318362774758
BikeDir@Other or unknown,Facing Traffic,Other or unknown,0.018379301217576048,0.1773432340114448,0.2951974148579496,0.5182456326098471,0.009470531145226807,0.15745998194035285,0.1758392831579289
CrashLoc@Non-Intersection,Intersection,Non-Intersection,0.01263066878419028,0.23672258564622223,-0.113167971211777,0.5182456326098471,0.009470531145226807,-0.05747867900768244,-0.04484801022349216
CrashLoc@Intersection-Related,Intersection,Intersection-Related,0.003509352391035843,0.23672258564622223,-0.08896460082179974,0.5182456326098471,0.009470531145226807,-0.044706169235540494,-0.04119681684450465
CrashLoc@Unknown Location,Intersection,Unknown Location,0.00015352038115395636,0.23672258564622223,-0.0034118581259926506,0.5182456326098471,0.009470531145226807,0.00044139593861575177,0.0005949163197697081
Developmen@Commercial,Other,Commercial,-0.034257896594317584,0.1885893329804123,0.007909759509944714,0.5182456326098471,0.009470531145226807,0.005960149096461767,-0.028297747497855817
Developmen@Residential,Other,Residential,0.0013730368801829415,0.1885893329804123,0.005536791953414721,0.5182456326098471,0.009470531145226807,0.004707895760814512,0.006080932640997454
LightCond@Dark - Lighted Roadway,Daylight,Dark - Lighted Roadway,0.013008117169578084,0.20358324510322856,-0.002045501525120258,0.5182456326098471,0.009470531145226807,0.0008485972456048485,0.013856714415182932
LightCond@Dark - Roadway Not Lighted,Daylight,Dark - Roadway Not Lighted,0.04704667372507469,0.20358324510322856,-0.02451561672842731,0.5182456326098471,0.009470531145226807,-0.011009245748618904,0.03603742797645579
LightCond@Other,Daylight,Other,-0.02691441679901187,0.20358324510322856,-0.011053423328039269,0.5182456326098471,0.009470531145226807,-0.0039050286916372523,-0.030819445490649123
Locality@Urban (>70% Developed),Mixed (30% To 70% Developed),Urban (>70% Developed),-0.021721986941944292,0.20356749602964477,-0.0013926239632965076,0.5182456326098471,0.009470531145226807,0.001192982135840362,-0.02052900480610393
Locality@Rural (<30% Developed),Mixed (30% To 70% Developed),Rural (<30% Developed),0.0037601905770249903,0.20356749602964477,-0.013870301746955777,0.5182456326098471,0.009470531145226807,-0.005391690116724218,-0.0016314995396992278
NumLanes@1,0,1,0.002661725780836628,0.1908172313393322,0.008341608056668753,0.5182456326098471,0.009470531145226807,0.006209141935658746,0.008870867716495374
NumLanes@2,0,2,0.009270689959415202,0.1908172313393322,0.02023184980715423,0.5182456326098471,0.009470531145226807,0.01248381469834535,0.021754504657760552
RdCharacte@Curve,Straight,Curve,0.04693523910358218,0.20018682724545553,-0.009188440595931324,0.5182456326098471,0.009470531145226807,-0.002953013039884045,0.043982226063698136
RdCharacte@Other/Unknown,Straight,Other/Unknown,0.007057526027880751,0.20018682724545553,-0.006037586024351144,0.5182456326098471,0.009470531145226807,-0.0012902561528196216,0.00576726987506113
Level@Level,Grade,Level,-0.06797706017293156,0.19709656784894958,0.0024232839244750226,0.5182456326098471,0.009470531145226807,0.0031454152807440794,-0.06483164489218748
Level@Other/Unknown,Grade,Other/Unknown,0.01505029115934382,0.19709656784894958,-0.006057878948297263,0.5182456326098471,0.009470531145226807,-0.0013302314546572713,0.013720059704686548
Weather@Clear or cloudy,Other,Clear or cloudy,0.016674254455620166,0.1949202841009347,0.004366596082583246,0.5182456326098471,0.009470531145226807,0.004150321954783126,0.020824576410403292
Weather@Inclement,Other,Inclement,-0.015155196753132445,0.1949202841009347,0.0012242809246515163,0.5182456326098471,0.009470531145226807,0.002492071454329975,-0.01266312529880247
CrashHour@Afternoon peak,Early morning,Afternoon peak,-0.010474589730015985,0.1976386977236633,0.011366394413773101,0.5182456326098471,0.009470531145226807,0.007869973498057445,-0.0026046162319585398
CrashHour@Mid-day,Early morning,Mid-day,-0.012422622198694458,0.1976386977236633,-0.0009505911416982926,0.5182456326098471,0.009470531145226807,0.0013701011316974293,-0.011052521066997029
CrashHour@Morning peak,Early morning,Morning peak,-0.0023145403211586035,0.1976386977236633,-0.015277155965616102,0.5182456326098471,0.009470531145226807,-0.006190258696968862,-0.008504799018127465
CrashDay@Weekend,Weekday,Weekend,0.02711214046232498,0.1991752943104182,0.00447224533010665,0.5182456326098471,0.009470531145226807,0.004246371977101954,0.03135851243942693
CrashMonth@Summer,Spring,Summer,0.005950855832010438,0.19684639138874094,0.010336793213844897,0.5182456326098471,0.009470531145226807,0.0073191327408122925,0.01326998857282273
CrashMonth@Fall,Spring,Fall,-0.009381859890593407,0.19684639138874094,-0.0032863318964426735,0.5182456326098471,0.009470531145226807,0.00012998941925591867,-0.009251870471337489
CrashMonth@Winter,Spring,Winter,-0.03720266454914285,0.19684639138874094,-0.00043135697900092973,0.5182456326098471,0.009470531145226807,0.0016366058303052267,-0.035566058718837626
CrashGrp@Bicyclist failed to yield,Other,Bicyclist failed to yield,0.009470531145226807,,,0.5182456326098471,0.009470531145226807,,
CrashGrp@Motorist failed to yield,Other,Motorist failed to yield,-0.071322216340215,,,0.5182456326098471,0.009470531145226807,,
CrashGrp@Motorist overtaking,Other,Motorist overtaking,0.02465484383271445,,,0.5182456326098471,0.009470531145226807,,
CrashGrp@Bicyclist overtaking,Other,Bicyclist overtaking,-0.0067641609317100684,,,0.5182456326098471,0.009470531145226807,,
CrashSevr@2,0,2,,,,0.5182456326098471,0.009470531145226807,,
CrashSevr@1,0,1,,,,0.5182456326098471,0.009470531145226807,,
CrashSevr@3,0,3,,,,0.5182456326098471,0.009470531145226807,,
CrashSevr@4,0,4,,,,0.5182456326098471,0.009470531145226807,,
